NAICS Code,NAICS Title,Valid From,Valid To,tblBeazOccMap,tblPCL_NAICSMap,tblEPL_COBMap,NAICS_Key,SIC_Code
493120,Refrigerated Warehousing and Storage,01/01/2017,31/12/9999,Storage,Not in either table,"Class not in Table A, B, C, or D",Refrigerated Warehousing and Storage - 493120,4222
493130,Farm Product Warehousing and Storage,01/01/2017,31/12/9999,Storage,Not in either table,"Class not in Table A, B, C, or D",Farm Product Warehousing and Storage - 493130,4221
493190,Other Warehousing and Storage,01/01/2017,31/12/9999,Storage,Not in either table,"Class not in Table A, B, C, or D",Other Warehousing and Storage - 493190,4226
512110,Motion Picture and Video Production,01/01/2017,31/12/9999,Entertainment,Table B Class of Business,Table C,Motion Picture and Video Production - 512110,7812
512120,Motion Picture and Video Distribution,01/01/2017,31/12/9999,Leisure,Table B Class of Business,"Class not in Table A, B, C, or D",Motion Picture and Video Distribution - 512120,7822
512131,Motion Picture Theaters (except Drive-Ins),01/01/2017,31/12/9999,Leisure,Table B Class of Business,"Class not in Table A, B, C, or D",Motion Picture Theaters (except Drive-Ins) - 512131,7832
512132,Drive-In Motion Picture Theaters,01/01/2017,31/12/9999,Leisure,Table B Class of Business,"Class not in Table A, B, C, or D",Drive-In Motion Picture Theaters - 512132,7833
512191,Teleproduction and Other Postproduction Services,01/01/2017,31/12/9999,Entertainment,Table B Class of Business,Table C,Teleproduction and Other Postproduction Services - 512191,7819
512199,Other Motion Picture and Video Industries,01/01/2017,31/12/9999,Entertainment,Table B Class of Business,Table C,Other Motion Picture and Video Industries - 512199,7819
512230,Music Publishers,01/01/2017,31/12/9999,Entertainment,Table B Class of Business,Table C,Music Publishers - 512230,2731
512240,Sound Recording Studios,01/01/2017,31/12/9999,Service,Table B Class of Business,Table C,Sound Recording Studios - 512240,7389
512250,Record Production and Distribution,01/01/2017,31/12/9999,Entertainment,Table B Class of Business,Table C,Record Production and Distribution - 512250,3652
512290,Other Sound Recording Industries,01/01/2017,31/12/9999,Service,Table B Class of Business,Table C,Other Sound Recording Industries - 512290,7389
513110,Newspaper Publishers,01/01/2022,31/12/9999,Publishing,Not in either table,Table C,Newspaper Publishers - 513110,2711
513120,Periodical Publishers,01/01/2022,31/12/9999,Publishing,Not in either table,Table C,Periodical Publishers - 513120,2721
513130,Book Publishers,01/01/2022,31/12/9999,Publishing,Not in either table,Table C,Book Publishers - 513130,2731
513140,Directory and Mailing List Publishers,01/01/2022,31/12/9999,Publishing,Not in either table,Table C,Directory and Mailing List Publishers - 513140,2741
513191,Greeting Card Publishers,01/01/2022,31/12/9999,Publishing,Not in either table,Table C,Greeting Card Publishers - 513191,2771
513199,All Other Publishers,01/01/2022,31/12/9999,Publishing,Not in either table,Table C,All Other Publishers - 513199,2741
513210,Software Publishers,01/01/2022,31/12/9999,Hi-tech,Table A Class of Business,"Class not in Table A, B, C, or D",Software Publishers - 513210,7372
516110,Radio Broadcasting Stations,01/01/2022,31/12/9999,Entertainment,Table B Class of Business,Table C,Radio Broadcasting Stations - 516110,4832
516120,Television Broadcasting Stations,01/01/2022,31/12/9999,Entertainment,Table B Class of Business,Table C,Television Broadcasting Stations - 516120,4833
516210,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",01/01/2022,31/12/9999,Entertainment,Table B Class of Business,Table C,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers - 516210",4832
517111,Wired Telecommunications Carriers,01/01/2022,31/12/9999,Communications,Not in either table,"Class not in Table A, B, C, or D",Wired Telecommunications Carriers - 517111,4813
517112,Wireless Telecommunications Carriers (except Satellite),01/01/2022,31/12/9999,Communications,Not in either table,"Class not in Table A, B, C, or D",Wireless Telecommunications Carriers (except Satellite) - 517112,4812
517121,Telecommunications Resellers,01/01/2022,31/12/9999,Communications,Not in either table,"Class not in Table A, B, C, or D",Telecommunications Resellers - 517121,4812
517122,Agents for Wireless Telecommunications Services,01/01/2022,31/12/9999,Communications,Not in either table,"Class not in Table A, B, C, or D",Agents for Wireless Telecommunications Services - 517122,4813
517410,Satellite Telecommunications,01/01/2017,31/12/9999,Communications,Not in either table,"Class not in Table A, B, C, or D",Satellite Telecommunications - 517410,4899
517810,All Other Telecommunications,01/01/2022,31/12/9999,Communications,Not in either table,"Class not in Table A, B, C, or D",All Other Telecommunications - 517810,4899
518210,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",01/01/2022,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D","Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services - 518210",7374
519210,Libraries and Archives,01/01/2022,31/12/9999,Leisure,Not in either table,"Class not in Table A, B, C, or D",Libraries and Archives - 519210,7829
519290,Web Search Portals and All Other Information Services,01/01/2022,31/12/9999,Communications,Not in either table,"Class not in Table A, B, C, or D",Web Search Portals and All Other Information Services - 519290,7389
521110,Monetary Authorities-Central Bank,01/01/2017,31/12/9999,Investment,Table A Class of Business,Table C,Monetary Authorities-Central Bank - 521110,6011
522110,Commercial Banking,01/01/2017,31/12/9999,Investment,Table A Class of Business,Table C,Commercial Banking - 522110,6021
522130,Credit Unions,01/01/2017,31/12/9999,Savings & Loans,Table A Class of Business,Table C,Credit Unions - 522130,6061
522180,Savings Institutions and Other Depository Credit Intermediation,01/01/2022,31/12/9999,Savings & Loans,Table A Class of Business,Table C,Savings Institutions and Other Depository Credit Intermediation - 522180,6022
522210,Credit Card Issuing,01/01/2017,31/12/9999,Savings & Loans,Table A Class of Business,Table C,Credit Card Issuing - 522210,6021
522220,Sales Financing,01/01/2017,31/12/9999,Savings & Loans,Table A Class of Business,Table C,Sales Financing - 522220,6141
522291,Consumer Lending,01/01/2017,31/12/9999,Savings & Loans,Table A Class of Business,Table C,Consumer Lending - 522291,6141
522292,Real Estate Credit,01/01/2017,31/12/9999,Savings & Loans,Table A Class of Business,Table C,Real Estate Credit - 522292,6111
522299,"International, Secondary Market, and All Other Nondepository Credit Intermediation",01/01/2022,31/12/9999,Savings & Loans,Table A Class of Business,Table C,"International, Secondary Market, and All Other Nondepository Credit Intermediation - 522299",6081
522310,Mortgage and Nonmortgage Loan Brokers,01/01/2017,31/12/9999,Savings & Loans,Table A Class of Business,Table C,Mortgage and Nonmortgage Loan Brokers - 522310,6163
522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",01/01/2017,31/12/9999,Investment,Table A Class of Business,Table C,"Financial Transactions Processing, Reserve, and Clearinghouse Activities - 522320",6099
522390,Other Activities Related to Credit Intermediation,01/01/2017,31/12/9999,Savings & Loans,Table A Class of Business,Table C,Other Activities Related to Credit Intermediation - 522390,6099
523150,Investment Banking and Securities Intermediation,01/01/2022,31/12/9999,Savings & Loans,Table A Class of Business,Table C,Investment Banking and Securities Intermediation - 523150,6211
523160,Commodity Contracts Intermediation,01/01/2022,31/12/9999,Savings & Loans,Table A Class of Business,Table C,Commodity Contracts Intermediation - 523160,6099
523210,Securities and Commodity Exchanges,01/01/2017,31/12/9999,Investment,Table A Class of Business,Table C,Securities and Commodity Exchanges - 523210,6231
523910,Miscellaneous Intermediation,01/01/2017,31/12/9999,Other Financial,Table A Class of Business,Table C,Miscellaneous Intermediation - 523910,6153
523940,Portfolio Management and Investment Advice,01/01/2022,31/12/9999,Investment,Table A Class of Business,Table C,Portfolio Management and Investment Advice - 523940,6282
523991,"Trust, Fiduciary, and Custody Activities",01/01/2017,31/12/9999,Service,Table A Class of Business,Table C,"Trust, Fiduciary, and Custody Activities - 523991",6091
523999,Miscellaneous Financial Investment Activities,01/01/2017,31/12/9999,Investment,Table A Class of Business,Table C,Miscellaneous Financial Investment Activities - 523999,6211
524113,Direct Life Insurance Carriers,01/01/2017,31/12/9999,Insurance,Table A Class of Business,"Class not in Table A, B, C, or D",Direct Life Insurance Carriers - 524113,6311
524114,Direct Health and Medical Insurance Carriers,01/01/2017,31/12/9999,Insurance,Table A Class of Business,"Class not in Table A, B, C, or D",Direct Health and Medical Insurance Carriers - 524114,6321
524126,Direct Property and Casualty Insurance Carriers,01/01/2017,31/12/9999,Insurance,Table A Class of Business,"Class not in Table A, B, C, or D",Direct Property and Casualty Insurance Carriers - 524126,6331
524127,Direct Title Insurance Carriers,01/01/2017,31/12/9999,Insurance,Table A Class of Business,"Class not in Table A, B, C, or D",Direct Title Insurance Carriers - 524127,6361
524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers",01/01/2017,31/12/9999,Insurance,Table A Class of Business,"Class not in Table A, B, C, or D","Other Direct Insurance (except Life, Health, and Medical) Carriers - 524128",6311
524130,Reinsurance Carriers,01/01/2017,31/12/9999,Insurance,Table A Class of Business,"Class not in Table A, B, C, or D",Reinsurance Carriers - 524130,6311
524210,Insurance Agencies and Brokerages,01/01/2017,31/12/9999,Insurance,Table A Class of Business,"Class not in Table A, B, C, or D",Insurance Agencies and Brokerages - 524210,6411
524291,Claims Adjusting,01/01/2017,31/12/9999,Insurance,Table A Class of Business,"Class not in Table A, B, C, or D",Claims Adjusting - 524291,6411
524292,Pharmacy Benefit Management and Other Third Party Administration of Insurance and Pension Funds,01/01/2022,31/12/9999,Insurance,Table A Class of Business,"Class not in Table A, B, C, or D",Pharmacy Benefit Management and Other Third Party Administration of Insurance and Pension Funds - 524292,6371
524298,All Other Insurance Related Activities,01/01/2017,31/12/9999,Insurance,Table A Class of Business,"Class not in Table A, B, C, or D",All Other Insurance Related Activities - 524298,6411
525110,Pension Funds,01/01/2017,31/12/9999,Employee Benefit Funds,Table A Class of Business,Table C,Pension Funds - 525110,6371
525120,Health and Welfare Funds,01/01/2017,31/12/9999,Employee Benefit Funds,Table A Class of Business,Table C,Health and Welfare Funds - 525120,6371
525190,Other Insurance Funds,01/01/2017,31/12/9999,Employee Benefit Funds,Table A Class of Business,Table C,Other Insurance Funds - 525190,6321
525910,Open-End Investment Funds,01/01/2017,31/12/9999,Investment,Table A Class of Business,Table C,Open-End Investment Funds - 525910,6722
525920,"Trusts, Estates, and Agency Accounts",01/01/2017,31/12/9999,Service,Table A Class of Business,Table C,"Trusts, Estates, and Agency Accounts - 525920",6733
525990,Other Financial Vehicles,01/01/2017,31/12/9999,Investment,Table A Class of Business,Table C,Other Financial Vehicles - 525990,6371
531110,Lessors of Residential Buildings and Dwellings,01/01/2017,31/12/9999,Real Estate,Not in either table,Table C,Lessors of Residential Buildings and Dwellings - 531110,6513
531120,Lessors of Nonresidential Buildings (except Miniwarehouses),01/01/2017,31/12/9999,Real Estate,Not in either table,Table C,Lessors of Nonresidential Buildings (except Miniwarehouses) - 531120,6512
531130,Lessors of Miniwarehouses and Self-Storage Units,01/01/2017,31/12/9999,Real Estate,Not in either table,Table C,Lessors of Miniwarehouses and Self-Storage Units - 531130,4225
531190,Lessors of Other Real Estate Property,01/01/2017,31/12/9999,Real Estate,Not in either table,Table C,Lessors of Other Real Estate Property - 531190,6515
531210,Offices of Real Estate Agents and Brokers,01/01/2017,31/12/9999,Real Estate,Not in either table,Table C,Offices of Real Estate Agents and Brokers - 531210,6531
531311,Residential Property Managers,01/01/2017,31/12/9999,Property Managers,Not in either table,Table C,Residential Property Managers - 531311,6531
531312,Nonresidential Property Managers,01/01/2017,31/12/9999,Real Estate,Not in either table,Table C,Nonresidential Property Managers - 531312,6531
531320,Offices of Real Estate Appraisers,01/01/2017,31/12/9999,Real Estate,Not in either table,Table C,Offices of Real Estate Appraisers - 531320,6531
531390,Other Activities Related to Real Estate,01/01/2017,31/12/9999,Real Estate,Not in either table,Table C,Other Activities Related to Real Estate - 531390,6531
532111,Passenger Car Rental,01/01/2017,31/12/9999,Rental,Not in either table,Table B,Passenger Car Rental - 532111,7514
532112,Passenger Car Leasing,01/01/2017,31/12/9999,Rental,Not in either table,Table B,Passenger Car Leasing - 532112,7515
532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",01/01/2017,31/12/9999,Rental,Not in either table,Table B,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing - 532120",7513
532210,Consumer Electronics and Appliances Rental,01/01/2017,31/12/9999,Rental,Not in either table,Table C,Consumer Electronics and Appliances Rental - 532210,7359
532281,Formal Wear and Costume Rental,01/01/2017,31/12/9999,Rental,Not in either table,Table C,Formal Wear and Costume Rental - 532281,7299
532282,Video Tape and Disc Rental,01/01/2017,31/12/9999,Rental,Not in either table,Table C,Video Tape and Disc Rental - 532282,7841
532283,Home Health Equipment Rental,01/01/2017,31/12/9999,Rental,Not in either table,"Class not in Table A, B, C, or D",Home Health Equipment Rental - 532283,7352
532284,Recreational Goods Rental,01/01/2017,31/12/9999,Rental,Not in either table,"Class not in Table A, B, C, or D",Recreational Goods Rental - 532284,7999
532289,All Other Consumer Goods Rental,01/01/2017,31/12/9999,Rental,Not in either table,"Class not in Table A, B, C, or D",All Other Consumer Goods Rental - 532289,7359
532310,General Rental Centers,01/01/2017,31/12/9999,Rental,Not in either table,"Class not in Table A, B, C, or D",General Rental Centers - 532310,7359
